Id,Category
16966.jpg,1
16628.jpg,1
18063.jpg,1
15116.jpg,0
13161.jpg,1
12251.jpg,0
16682.jpg,0
10494.jpg,0
13760.jpg,1
14932.jpg,2
11210.jpg,1
10850.jpg,2
14199.jpg,0
12992.jpg,2
10873.jpg,0
17893.jpg,0
16748.jpg,2
13490.jpg,0
13911.jpg,0
10296.jpg,0
14842.jpg,0
14790.jpg,1
11137.jpg,2
13701.jpg,1
16336.jpg,0
11322.jpg,1
17744.jpg,0
12142.jpg,0
12912.jpg,0
11616.jpg,2
11176.jpg,2
10349.jpg,1
10396.jpg,1
10760.jpg,0
10148.jpg,1
12503.jpg,0
11260.jpg,1
10782.jpg,0
14120.jpg,2
12846.jpg,2
16192.jpg,2
13554.jpg,2
14327.jpg,2
16356.jpg,2
11345.jpg,0
16259.jpg,1
12634.jpg,0
13506.jpg,0
17536.jpg,0
13693.jpg,2
10572.jpg,1
17229.jpg,1
14780.jpg,0
10800.jpg,0
15423.jpg,2
15956.jpg,0
10330.jpg,0
11315.jpg,2
12277.jpg,2
13373.jpg,0
15371.jpg,0
